TOKEN	NE-COARSE-LIT	NE-COARSE-METO	NE-FINE-LIT	NE-FINE-METO	NE-FINE-COMP	NE-NESTED	NEL-LIT	NEL-METO	MISC
(	O	_	O	_	_	_	_	_	NoSpaceAfter
part	O	_	O	_	_	_	_	_	NoSpaceAfter
)	O	_	O	_	_	_	_	_	_
8700	O	_	O	_	_	_	_	_	_
.	O	_	O	_	_	_	_	_	NoSpaceAfter|EndOfSentence
.	O	_	O	_	_	_	_	_	_
8750	O	_	O	_	_	_	_	_	_
.	O	_	O	_	_	_	_	_	NoSpaceAfter|EndOfSentence
.	O	_	O	_	_	_	_	_	NoSpaceAfter
Japon	O	_	O	_	_	_	_	_	_
4%	O	_	O	_	_	_	_	_	_
1905	O	_	O	_	_	_	_	_	NoSpaceAfter
.	O	_	O	_	_	_	_	_	NoSpaceAfter
.	O	_	O	_	_	_	_	_	NoSpaceAfter
.	O	_	O	_	_	_	_	_	NoSpaceAfter
.	O	_	O	_	_	_	_	_	NoSpaceAfter
.	O	_	O	_	_	_	_	_	NoSpaceAfter
.	O	_	O	_	_	_	_	_	NoSpaceAfter
.	O	_	O	_	_	_	_	_	_
484	O	_	O	_	_	_	_	_	_
25	O	_	O	_	_	_	_	_	_
484	O	_	O	_	_	_	_	_	_
25	O	_	O	_	_	_	_	_	_
Poliet	B-ORG	_	O	_	_	_	_	_	_
et	I-ORG	_	O	_	_	_	_	_	_
Chausson	I-ORG	_	O	_	_	_	_	_	NoSpaceAfter
.	O	_	O	_	_	_	_	_	NoSpaceAfter
.	O	_	O	_	_	_	_	_	NoSpaceAfter
.	O	_	O	_	_	_	_	_	NoSpaceAfter|EndOfSentence
.	O	_	O	_	_	_	_	_	_
3115	O	_	O	_	_	_	_	_	_
.	O	_	O	_	_	_	_	_	NoSpaceAfter|EndOfSentence
.	O	_	O	_	_	_	_	_	_
3100	O	_	O	_	_	_	_	_	NoSpaceAfter
.	O	_	O	_	_	_	_	_	NoSpaceAfter|EndOfSentence
.	O	_	O	_	_	_	_	_	_
—	O	_	O	_	_	_	_	_	_
1923	O	_	O	_	_	_	_	_	NoSpaceAfter
.	O	_	O	_	_	_	_	_	NoSpaceAfter
.	O	_	O	_	_	_	_	_	NoSpaceAfter
.	O	_	O	_	_	_	_	_	_
520	O	_	O	_	_	_	_	_	_
.	O	_	O	_	_	_	_	_	NoSpaceAfter|EndOfSentence
.	O	_	O	_	_	_	_	_	_
520	O	_	O	_	_	_	_	_	_
.	O	_	O	_	_	_	_	_	NoSpaceAfter
.	O	_	O	_	_	_	_	_	NoSpaceAfter
.	O	_	O	_	_	_	_	_	_
6	O	_	O	_	_	_	_	_	_
%	O	_	O	_	_	_	_	_	_
1910	O	_	O	_	_	_	_	_	NoSpaceAfter
.	O	_	O	_	_	_	_	_	NoSpaceAfter
.	O	_	O	_	_	_	_	_	NoSpaceAfter
.	O	_	O	_	_	_	_	_	NoSpaceAfter
.	O	_	O	_	_	_	_	_	NoSpaceAfter
.	O	_	O	_	_	_	_	_	NoSpaceAfter
.	O	_	O	_	_	_	_	_	NoSpaceAfter
.	O	_	O	_	_	_	_	_	NoSpaceAfter
.	O	_	O	_	_	_	_	_	NoSpaceAfter
.	O	_	O	_	_	_	_	_	_
362	O	_	O	_	_	_	_	_	NoSpaceAfter
.	O	_	O	_	_	_	_	_	NoSpaceAfter|EndOfSentence
.	O	_	O	_	_	_	_	_	_
362	O	_	O	_	_	_	_	_	NoSpaceAfter
.	O	_	O	_	_	_	_	_	NoSpaceAfter|EndOfSentence
.	O	_	O	_	_	_	_	_	_
Belge	O	_	O	_	_	_	_	_	_
chemins	O	_	O	_	_	_	_	_	_
fer	O	_	O	_	_	_	_	_	_
réunis	O	_	O	_	_	_	_	_	NoSpaceAfter
.	O	_	O	_	_	_	_	_	NoSpaceAfter|EndOfSentence
.	O	_	O	_	_	_	_	_	_
420	O	_	O	_	_	_	_	_	NoSpaceAfter
.	O	_	O	_	_	_	_	_	NoSpaceAfter|EndOfSentence
.	O	_	O	_	_	_	_	_	_
420	O	_	O	_	_	_	_	_	NoSpaceAfter
.	O	_	O	_	_	_	_	_	NoSpaceAfter|EndOfSentence
.	O	_	O	_	_	_	_	_	_
—	O	_	O	_	_	_	_	_	_
1924	O	_	O	_	_	_	_	_	_
6%	O	_	O	_	_	_	_	_	_
529	O	_	O	_	_	_	_	_	NoSpaceAfter
.	O	_	O	_	_	_	_	_	NoSpaceAfter|EndOfSentence
.	O	_	O	_	_	_	_	_	_
533	O	_	O	_	_	_	_	_	_
.	O	_	O	_	_	_	_	_	NoSpaceAfter|EndOfSentence
.	O	_	O	_	_	_	_	_	NoSpaceAfter
1100	O	_	O	_	_	_	_	_	_
.	O	_	O	_	_	_	_	_	NoSpaceAfter|EndOfSentence
.	O	_	O	_	_	_	_	_	_
1100	O	_	O	_	_	_	_	_	_
.	O	_	O	_	_	_	_	_	NoSpaceAfter|EndOfSentence
.	O	_	O	_	_	_	_	_	_
Congo	B-LOC	_	O	_	_	_	_	_	_
Grands	O	_	O	_	_	_	_	_	_
Lacs	I-ORG	_	O	_	_	_	_	_	NoSpaceAfter
.	O	_	O	_	_	_	_	_	NoSpaceAfter
.	O	_	O	_	_	_	_	_	NoSpaceAfter
.	O	_	O	_	_	_	_	_	NoSpaceAfter
.	O	_	O	_	_	_	_	_	NoSpaceAfter
.	O	_	O	_	_	_	_	_	NoSpaceAfter|EndOfSentence
.	O	_	O	_	_	_	_	_	_
930	O	_	O	_	_	_	_	_	_
.	O	_	O	_	_	_	_	_	NoSpaceAfter|EndOfSentence
.	O	_	O	_	_	_	_	_	_
940	O	_	O	_	_	_	_	_	NoSpaceAfter
.	O	_	O	_	_	_	_	_	NoSpaceAfter|EndOfSentence
.	O	_	O	_	_	_	_	_	_
Obl	O	_	O	_	_	_	_	_	NoSpaceAfter
.	O	_	O	_	_	_	_	_	_
1924	O	_	O	_	_	_	_	_	_
6½%	O	_	O	_	_	_	_	_	_
527	O	_	O	_	_	_	_	_	NoSpaceAfter
.	O	_	O	_	_	_	_	_	NoSpaceAfter|EndOfSentence
.	O	_	O	_	_	_	_	_	_
520	O	_	O	_	_	_	_	_	NoSpaceAfter
.	O	_	O	_	_	_	_	_	NoSpaceAfter|EndOfSentence
.	O	_	O	_	_	_	_	_	NoSpaceAfter
Crédit	B-ORG	_	O	_	_	_	_	_	_
Foncier	I-ORG	_	O	_	_	_	_	_	_
d	I-ORG	_	O	_	_	_	_	_	NoSpaceAfter
'	I-ORG	_	O	_	_	_	_	_	NoSpaceAfter
Algérie	I-ORG	_	O	_	_	_	_	_	NoSpaceAfter
.	O	_	O	_	_	_	_	_	NoSpaceAfter|EndOfSentence
.	O	_	O	_	_	_	_	_	_
1010	O	_	O	_	_	_	_	_	_
.	O	_	O	_	_	_	_	_	NoSpaceAfter|EndOfSentence
.	O	_	O	_	_	_	_	_	_
1020	O	_	O	_	_	_	_	_	_
.	O	_	O	_	_	_	_	_	NoSpaceAfter|EndOfSentence
.	O	_	O	_	_	_	_	_	_
Est	O	_	O	_	_	_	_	_	_
Asiatique	O	_	O	_	_	_	_	_	_
Danois	O	_	O	_	_	_	_	_	NoSpaceAfter
.	O	_	O	_	_	_	_	_	NoSpaceAfter
.	O	_	O	_	_	_	_	_	NoSpaceAfter
.	O	_	O	_	_	_	_	_	NoSpaceAfter
.	O	_	O	_	_	_	_	_	NoSpaceAfter
.	O	_	O	_	_	_	_	_	_
7000	O	_	O	_	_	_	_	_	_
.	O	_	O	_	_	_	_	_	NoSpaceAfter|EndOfSentence
.	O	_	O	_	_	_	_	_	_
7000	O	_	O	_	_	_	_	_	NoSpaceAfter
.	O	_	O	_	_	_	_	_	NoSpaceAfter|EndOfSentence
.	O	_	O	_	_	_	_	_	_
—	O	_	O	_	_	_	_	_	_
1925	O	_	O	_	_	_	_	_	_
7%	O	_	O	_	_	_	_	_	_
Métro	O	_	O	_	_	_	_	_	NoSpaceAfter
.	O	_	O	_	_	_	_	_	_
538	O	_	O	_	_	_	_	_	NoSpaceAfter
.	O	_	O	_	_	_	_	_	NoSpaceAfter|EndOfSentence
.	O	_	O	_	_	_	_	_	_
530	O	_	O	_	_	_	_	_	NoSpaceAfter
.	O	_	O	_	_	_	_	_	NoSpaceAfter|EndOfSentence
.	O	_	O	_	_	_	_	_	NoSpaceAfter
Banque	B-ORG	_	O	_	_	_	_	_	_
de	I-ORG	_	O	_	_	_	_	_	_
l	I-ORG	_	O	_	_	_	_	_	NoSpaceAfter
'	I-ORG	_	O	_	_	_	_	_	NoSpaceAfter
Indo	I-ORG	_	O	_	_	_	_	_	NoSpaceAfter
-	I-ORG	_	O	_	_	_	_	_	NoSpaceAfter
Chine	I-ORG	_	O	_	_	_	_	_	NoSpaceAfter
.	O	_	O	_	_	_	_	_	NoSpaceAfter
.	O	_	O	_	_	_	_	_	NoSpaceAfter
.	O	_	O	_	_	_	_	_	_
12650	O	_	O	_	_	_	_	_	NoSpaceAfter
.	O	_	O	_	_	_	_	_	_
13000	O	_	O	_	_	_	_	_	NoSpaceAfter
.	O	_	O	_	_	_	_	_	_
Kreuger	B-ORG	_	O	_	_	_	_	_	_
and	I-ORG	_	O	_	_	_	_	_	_
Toll	I-ORG	_	O	_	_	_	_	_	NoSpaceAfter
.	O	_	O	_	_	_	_	_	NoSpaceAfter
.	O	_	O	_	_	_	_	_	NoSpaceAfter
.	O	_	O	_	_	_	_	_	NoSpaceAfter
.	O	_	O	_	_	_	_	_	NoSpaceAfter
.	O	_	O	_	_	_	_	_	NoSpaceAfter
.	O	_	O	_	_	_	_	_	NoSpaceAfter
.	O	_	O	_	_	_	_	_	NoSpaceAfter
.	O	_	O	_	_	_	_	_	NoSpaceAfter
.	O	_	O	_	_	_	_	_	NoSpaceAfter
.	O	_	O	_	_	_	_	_	NoSpaceAfter
.	O	_	O	_	_	_	_	_	_
3900	O	_	O	_	_	_	_	_	_
.	O	_	O	_	_	_	_	_	NoSpaceAfter|EndOfSentence
.	O	_	O	_	_	_	_	_	_
3875	O	_	O	_	_	_	_	_	NoSpaceAfter
.	O	_	O	_	_	_	_	_	NoSpaceAfter|EndOfSentence
.	O	_	O	_	_	_	_	_	_
—	O	_	O	_	_	_	_	_	_
1928	O	_	O	_	_	_	_	_	_
5%	O	_	O	_	_	_	_	_	NoSpaceAfter
.	O	_	O	_	_	_	_	_	NoSpaceAfter
.	O	_	O	_	_	_	_	_	NoSpaceAfter
.	O	_	O	_	_	_	_	_	NoSpaceAfter|EndOfSentence
.	O	_	O	_	_	_	_	_	_
997	O	_	O	_	_	_	_	_	NoSpaceAfter
.	O	_	O	_	_	_	_	_	NoSpaceAfter|EndOfSentence
.	O	_	O	_	_	_	_	_	_
999	O	_	O	_	_	_	_	_	_
.	O	_	O	_	_	_	_	_	NoSpaceAfter|EndOfSentence
.	O	_	O	_	_	_	_	_	_
COURS	O	_	O	_	_	_	_	_	_
DES	O	_	O	_	_	_	_	_	_
CHANGES	O	_	O	_	_	_	_	_	NoSpaceAfter
Crédit	B-ORG	_	O	_	_	_	_	_	_
Foncier	I-ORG	_	O	_	_	_	_	_	_
Colonial	I-ORG	_	O	_	_	_	_	_	NoSpaceAfter
.	O	_	O	_	_	_	_	_	NoSpaceAfter
.	O	_	O	_	_	_	_	_	NoSpaceAfter
.	O	_	O	_	_	_	_	_	NoSpaceAfter|EndOfSentence
.	O	_	O	_	_	_	_	_	_
785	O	_	O	_	_	_	_	_	NoSpaceAfter
.	O	_	O	_	_	_	_	_	NoSpaceAfter|EndOfSentence
.	O	_	O	_	_	_	_	_	_
798	O	_	O	_	_	_	_	_	NoSpaceAfter
.	O	_	O	_	_	_	_	_	NoSpaceAfter|EndOfSentence
.	O	_	O	_	_	_	_	_	_
Cie	B-ORG	_	O	_	_	_	_	_	_
Suédoise	I-ORG	_	O	_	_	_	_	_	_
des	I-ORG	_	O	_	_	_	_	_	_
Allumett	I-ORG	_	O	_	_	_	_	_	NoSpaceAfter
.	O	_	O	_	_	_	_	_	_
2695	O	_	O	_	_	_	_	_	NoSpaceAfter
.	O	_	O	_	_	_	_	_	NoSpaceAfter|EndOfSentence
.	O	_	O	_	_	_	_	_	_
2695	O	_	O	_	_	_	_	_	NoSpaceAfter
.	O	_	O	_	_	_	_	_	NoSpaceAfter|EndOfSentence
.	O	_	O	_	_	_	_	_	_
1929	O	_	O	_	_	_	_	_	_
4½%	O	_	O	_	_	_	_	_	NoSpaceAfter
.	O	_	O	_	_	_	_	_	_
999	O	_	O	_	_	_	_	_	_
.	O	_	O	_	_	_	_	_	NoSpaceAfter|EndOfSentence
.	O	_	O	_	_	_	_	_	_
995	O	_	O	_	_	_	_	_	NoSpaceAfter
.	O	_	O	_	_	_	_	_	NoSpaceAfter|EndOfSentence
.	O	_	O	_	_	_	_	_	NoSpaceAfter
Chemins	O	_	O	_	_	_	_	_	_
fer	O	_	O	_	_	_	_	_	_
tinisiens	O	_	O	_	_	_	_	_	NoSpaceAfter
.	O	_	O	_	_	_	_	_	NoSpaceAfter
.	O	_	O	_	_	_	_	_	NoSpaceAfter
.	O	_	O	_	_	_	_	_	NoSpaceAfter
.	O	_	O	_	_	_	_	_	NoSpaceAfter
.	O	_	O	_	_	_	_	_	_
575	O	_	O	_	_	_	_	_	_
.	O	_	O	_	_	_	_	_	NoSpaceAfter|EndOfSentence
.	O	_	O	_	_	_	_	_	_
555	O	_	O	_	_	_	_	_	_
.	O	_	O	_	_	_	_	_	NoSpaceAfter|EndOfSentence
.	O	_	O	_	_	_	_	_	_
Parena	O	_	O	_	_	_	_	_	_
O0	O	_	O	_	_	_	_	_	NoSpaceAfter
,	O	_	O	_	_	_	_	_	_
Bons	O	_	O	_	_	_	_	_	_
à	O	_	O	_	_	_	_	_	_
tots	O	_	O	_	_	_	_	_	NoSpaceAfter
.	O	_	O	_	_	_	_	_	NoSpaceAfter|EndOfSentence
.	O	_	O	_	_	_	_	_	_
490	O	_	O	_	_	_	_	_	_
.	O	_	O	_	_	_	_	_	NoSpaceAfter|EndOfSentence
.	O	_	O	_	_	_	_	_	_
499	O	_	O	_	_	_	_	_	_
.	O	_	O	_	_	_	_	_	NoSpaceAfter|EndOfSentence
.	O	_	O	_	_	_	_	_	_
71873	O	_	O	_	_	_	_	_	_
2	O	_	O	_	_	_	_	_	_
60	O	_	O	_	_	_	_	_	_
%	O	_	O	_	_	_	_	_	NoSpaceAfter
.	O	_	O	_	_	_	_	_	NoSpaceAfter
.	O	_	O	_	_	_	_	_	NoSpaceAfter
.	O	_	O	_	_	_	_	_	NoSpaceAfter
.	O	_	O	_	_	_	_	_	NoSpaceAfter
.	O	_	O	_	_	_	_	_	NoSpaceAfter|EndOfSentence
.	O	_	O	_	_	_	_	_	_
.	O	_	O	_	_	_	_	_	NoSpaceAfter
.	O	_	O	_	_	_	_	_	NoSpaceAfter
.	O	_	O	_	_	_	_	_	_
.	O	_	O	_	_	_	_	_	NoSpaceAfter|EndOfSentence
.	O	_	O	_	_	_	_	_	_
500	O	_	O	_	_	_	_	_	NoSpaceAfter
.	O	_	O	_	_	_	_	_	NoSpaceAfter|EndOfSentence
.	O	_	O	_	_	_	_	_	NoSpaceAfter
Ouest	B-ORG	_	O	_	_	_	_	_	_
Aigérien	I-ORG	_	O	_	_	_	_	_	NoSpaceAfter
.	O	_	O	_	_	_	_	_	NoSpaceAfter
.	O	_	O	_	_	_	_	_	NoSpaceAfter
.	O	_	O	_	_	_	_	_	NoSpaceAfter
.	O	_	O	_	_	_	_	_	NoSpaceAfter
.	O	_	O	_	_	_	_	_	NoSpaceAfter
.	O	_	O	_	_	_	_	_	NoSpaceAfter
.	O	_	O	_	_	_	_	_	NoSpaceAfter
.	O	_	O	_	_	_	_	_	NoSpaceAfter
.	O	_	O	_	_	_	_	_	NoSpaceAfter
.	O	_	O	_	_	_	_	_	NoSpaceAfter
.	O	_	O	_	_	_	_	_	NoSpaceAfter|EndOfSentence
.	O	_	O	_	_	_	_	_	_
544	O	_	O	_	_	_	_	_	NoSpaceAfter
.	O	_	O	_	_	_	_	_	NoSpaceAfter|EndOfSentence
.	O	_	O	_	_	_	_	_	_
550	O	_	O	_	_	_	_	_	NoSpaceAfter
.	O	_	O	_	_	_	_	_	NoSpaceAfter|EndOfSentence
.	O	_	O	_	_	_	_	_	_
L5%	O	_	O	_	_	_	_	_	NoSpaceAfter
.	O	_	O	_	_	_	_	_	NoSpaceAfter
.	O	_	O	_	_	_	_	_	NoSpaceAfter
.	O	_	O	_	_	_	_	_	NoSpaceAfter
.	O	_	O	_	_	_	_	_	NoSpaceAfter
.	O	_	O	_	_	_	_	_	NoSpaceAfter
.	O	_	O	_	_	_	_	_	NoSpaceAfter
.	O	_	O	_	_	_	_	_	NoSpaceAfter
.	O	_	O	_	_	_	_	_	NoSpaceAfter
.	O	_	O	_	_	_	_	_	NoSpaceAfter|EndOfSentence
.	O	_	O	_	_	_	_	_	_
492	O	_	O	_	_	_	_	_	NoSpaceAfter
.	O	_	O	_	_	_	_	_	NoSpaceAfter|EndOfSentence
.	O	_	O	_	_	_	_	_	_
492	O	_	O	_	_	_	_	_	NoSpaceAfter
.	O	_	O	_	_	_	_	_	NoSpaceAfter|EndOfSentence
.	O	_	O	_	_	_	_	_	_
1880	O	_	O	_	_	_	_	_	_
3%	O	_	O	_	_	_	_	_	NoSpaceAfter
.	O	_	O	_	_	_	_	_	_
509	O	_	O	_	_	_	_	_	NoSpaceAfter
.	O	_	O	_	_	_	_	_	NoSpaceAfter|EndOfSentence
.	O	_	O	_	_	_	_	_	_
503	O	_	O	_	_	_	_	_	NoSpaceAfter
.	O	_	O	_	_	_	_	_	NoSpaceAfter|EndOfSentence
.	O	_	O	_	_	_	_	_	NoSpaceAfter
Parisienne	O	_	O	_	_	_	_	_	_
électrique	O	_	O	_	_	_	_	_	NoSpaceAfter
.	O	_	O	_	_	_	_	_	NoSpaceAfter
.	O	_	O	_	_	_	_	_	NoSpaceAfter
.	O	_	O	_	_	_	_	_	NoSpaceAfter
.	O	_	O	_	_	_	_	_	NoSpaceAfter
.	O	_	O	_	_	_	_	_	_
445	O	_	O	_	_	_	_	_	NoSpaceAfter
.	O	_	O	_	_	_	_	_	NoSpaceAfter|EndOfSentence
.	O	_	O	_	_	_	_	_	_
440	O	_	O	_	_	_	_	_	NoSpaceAfter
.	O	_	O	_	_	_	_	_	NoSpaceAfter|EndOfSentence
.	O	_	O	_	_	_	_	_	_
—	O	_	O	_	_	_	_	_	_
4	O	_	O	_	_	_	_	_	_
%	O	_	O	_	_	_	_	_	_
1912	O	_	O	_	_	_	_	_	NoSpaceAfter
.	O	_	O	_	_	_	_	_	NoSpaceAfter
.	O	_	O	_	_	_	_	_	NoSpaceAfter
.	O	_	O	_	_	_	_	_	NoSpaceAfter
.	O	_	O	_	_	_	_	_	NoSpaceAfter
.	O	_	O	_	_	_	_	_	NoSpaceAfter
.	O	_	O	_	_	_	_	_	NoSpaceAfter
.	O	_	O	_	_	_	_	_	NoSpaceAfter
.	O	_	O	_	_	_	_	_	NoSpaceAfter
.	O	_	O	_	_	_	_	_	NoSpaceAfter|EndOfSentence
.	O	_	O	_	_	_	_	_	_
445	O	_	O	_	_	_	_	_	NoSpaceAfter
.	O	_	O	_	_	_	_	_	NoSpaceAfter|EndOfSentence
.	O	_	O	_	_	_	_	_	_
444	O	_	O	_	_	_	_	_	NoSpaceAfter
.	O	_	O	_	_	_	_	_	NoSpaceAfter|EndOfSentence
.	O	_	O	_	_	_	_	_	_
1892	O	_	O	_	_	_	_	_	_
2	O	_	O	_	_	_	_	_	_
60%	O	_	O	_	_	_	_	_	NoSpaceAfter
.	O	_	O	_	_	_	_	_	NoSpaceAfter
.	O	_	O	_	_	_	_	_	NoSpaceAfter
.	O	_	O	_	_	_	_	_	NoSpaceAfter
.	O	_	O	_	_	_	_	_	NoSpaceAfter
.	O	_	O	_	_	_	_	_	_
380	O	_	O	_	_	_	_	_	NoSpaceAfter
.	O	_	O	_	_	_	_	_	NoSpaceAfter|EndOfSentence
.	O	_	O	_	_	_	_	_	_
381	O	_	O	_	_	_	_	_	NoSpaceAfter
.	O	_	O	_	_	_	_	_	NoSpaceAfter|EndOfSentence
.	O	_	O	_	_	_	_	_	_
Angleterre	O	_	O	_	_	_	_	_	_
(	O	_	O	_	_	_	_	_	NoSpaceAfter
0	O	_	O	_	_	_	_	_	_
pa	O	_	O	_	_	_	_	_	_
405	O	_	O	_	_	_	_	_	_
.	O	_	O	_	_	_	_	_	NoSpaceAfter|EndOfSentence
5	O	_	O	_	_	_	_	_	NoSpaceAfter
Cons	O	_	O	_	_	_	_	_	NoSpaceAfter
.	O	_	O	_	_	_	_	_	NoSpaceAfter
.	O	_	O	_	_	_	_	_	NoSpaceAfter
.	O	_	O	_	_	_	_	_	NoSpaceAfter
.	O	_	O	_	_	_	_	_	NoSpaceAfter
.	O	_	O	_	_	_	_	_	NoSpaceAfter
.	O	_	O	_	_	_	_	_	NoSpaceAfter
.	O	_	O	_	_	_	_	_	NoSpaceAfter
.	O	_	O	_	_	_	_	_	NoSpaceAfter
.	O	_	O	_	_	_	_	_	NoSpaceAfter
.	O	_	O	_	_	_	_	_	NoSpaceAfter
.	O	_	O	_	_	_	_	_	NoSpaceAfter
.	O	_	O	_	_	_	_	_	NoSpaceAfter
.	O	_	O	_	_	_	_	_	NoSpaceAfter
.	O	_	O	_	_	_	_	_	NoSpaceAfter
.	O	_	O	_	_	_	_	_	_
490	O	_	O	_	_	_	_	_	NoSpaceAfter
.	O	_	O	_	_	_	_	_	NoSpaceAfter|EndOfSentence
.	O	_	O	_	_	_	_	_	_
480	O	_	O	_	_	_	_	_	NoSpaceAfter
.	O	_	O	_	_	_	_	_	NoSpaceAfter|EndOfSentence
.	O	_	O	_	_	_	_	_	_
—	O	_	O	_	_	_	_	_	_
3%	O	_	O	_	_	_	_	_	NoSpaceAfter
.	O	_	O	_	_	_	_	_	NoSpaceAfter
.	O	_	O	_	_	_	_	_	NoSpaceAfter
.	O	_	O	_	_	_	_	_	NoSpaceAfter
.	O	_	O	_	_	_	_	_	NoSpaceAfter
.	O	_	O	_	_	_	_	_	NoSpaceAfter
.	O	_	O	_	_	_	_	_	NoSpaceAfter
.	O	_	O	_	_	_	_	_	NoSpaceAfter
.	O	_	O	_	_	_	_	_	NoSpaceAfter
.	O	_	O	_	_	_	_	_	NoSpaceAfter
.	O	_	O	_	_	_	_	_	NoSpaceAfter
.	O	_	O	_	_	_	_	_	NoSpaceAfter|EndOfSentence
.	O	_	O	_	_	_	_	_	_
405	O	_	O	_	_	_	_	_	NoSpaceAfter
.	O	_	O	_	_	_	_	_	NoSpaceAfter|EndOfSentence
.	O	_	O	_	_	_	_	_	_
385	O	_	O	_	_	_	_	_	NoSpaceAfter
.	O	_	O	_	_	_	_	_	NoSpaceAfter|EndOfSentence
.	O	_	O	_	_	_	_	_	_
1839	O	_	O	_	_	_	_	_	_
2	O	_	O	_	_	_	_	_	_
60%	O	_	O	_	_	_	_	_	NoSpaceAfter
.	O	_	O	_	_	_	_	_	NoSpaceAfter
.	O	_	O	_	_	_	_	_	NoSpaceAfter
.	O	_	O	_	_	_	_	_	NoSpaceAfter
.	O	_	O	_	_	_	_	_	NoSpaceAfter
.	O	_	O	_	_	_	_	_	_
389	O	_	O	_	_	_	_	_	_
.	O	_	O	_	_	_	_	_	NoSpaceAfter|EndOfSentence
.	O	_	O	_	_	_	_	_	_
380	O	_	O	_	_	_	_	_	NoSpaceAfter
.	O	_	O	_	_	_	_	_	NoSpaceAfter|EndOfSentence
.	O	_	O	_	_	_	_	_	_
Araeneae	B-LOC	_	O	_	_	_	_	_	_
(	O	_	O	_	_	_	_	_	NoSpaceAfter
100	O	_	O	_	_	_	_	_	_
ess	O	_	O	_	_	_	_	_	NoSpaceAfter
.	O	_	O	_	_	_	_	_	NoSpaceAfter
.	O	_	O	_	_	_	_	_	NoSpaceAfter
.	O	_	O	_	_	_	_	_	NoSpaceAfter|EndOfSentence
.	O	_	O	_	_	_	_	_	_
1975	O	_	O	_	_	_	_	_	_
.	O	_	O	_	_	_	_	_	NoSpaceAfter|EndOfSentence
.	O	_	O	_	_	_	_	_	_
601	O	_	O	_	_	_	_	_	_
5	O	_	O	_	_	_	_	_	NoSpaceAfter
Nord	O	_	O	_	_	_	_	_	NoSpaceAfter
-	O	_	O	_	_	_	_	_	NoSpaceAfter
sud	O	_	O	_	_	_	_	_	_
.	O	_	O	_	_	_	_	_	NoSpaceAfter
.	O	_	O	_	_	_	_	_	NoSpaceAfter
.	O	_	O	_	_	_	_	_	NoSpaceAfter
.	O	_	O	_	_	_	_	_	NoSpaceAfter
.	O	_	O	_	_	_	_	_	NoSpaceAfter
.	O	_	O	_	_	_	_	_	NoSpaceAfter
.	O	_	O	_	_	_	_	_	NoSpaceAfter
.	O	_	O	_	_	_	_	_	NoSpaceAfter
.	O	_	O	_	_	_	_	_	NoSpaceAfter
.	O	_	O	_	_	_	_	_	NoSpaceAfter
.	O	_	O	_	_	_	_	_	NoSpaceAfter
.	O	_	O	_	_	_	_	_	NoSpaceAfter
.	O	_	O	_	_	_	_	_	_
42	O	_	O	_	_	_	_	_	_
.	O	_	O	_	_	_	_	_	NoSpaceAfter|EndOfSentence
.	O	_	O	_	_	_	_	_	_
4	O	_	O	_	_	_	_	_	NoSpaceAfter
.	O	_	O	_	_	_	_	_	_
—	O	_	O	_	_	_	_	_	_
3	O	_	O	_	_	_	_	_	_
%%	O	_	O	_	_	_	_	_	NoSpaceAfter
.	O	_	O	_	_	_	_	_	NoSpaceAfter
.	O	_	O	_	_	_	_	_	NoSpaceAfter
.	O	_	O	_	_	_	_	_	NoSpaceAfter
.	O	_	O	_	_	_	_	_	NoSpaceAfter
.	O	_	O	_	_	_	_	_	NoSpaceAfter
.	O	_	O	_	_	_	_	_	NoSpaceAfter
.	O	_	O	_	_	_	_	_	NoSpaceAfter
.	O	_	O	_	_	_	_	_	NoSpaceAfter
.	O	_	O	_	_	_	_	_	NoSpaceAfter
.	O	_	O	_	_	_	_	_	NoSpaceAfter
.	O	_	O	_	_	_	_	_	_
15	O	_	O	_	_	_	_	_	_
.	O	_	O	_	_	_	_	_	NoSpaceAfter|EndOfSentence
.	O	_	O	_	_	_	_	_	_
396	O	_	O	_	_	_	_	_	NoSpaceAfter
.	O	_	O	_	_	_	_	_	NoSpaceAfter|EndOfSentence
.	O	_	O	_	_	_	_	_	_
1906	O	_	O	_	_	_	_	_	_
3%	O	_	O	_	_	_	_	_	NoSpaceAfter
.	O	_	O	_	_	_	_	_	NoSpaceAfter
.	O	_	O	_	_	_	_	_	NoSpaceAfter
.	O	_	O	_	_	_	_	_	NoSpaceAfter
.	O	_	O	_	_	_	_	_	NoSpaceAfter
.	O	_	O	_	_	_	_	_	NoSpaceAfter
.	O	_	O	_	_	_	_	_	NoSpaceAfter
.	O	_	O	_	_	_	_	_	_
396	O	_	O	_	_	_	_	_	NoSpaceAfter
.	O	_	O	_	_	_	_	_	NoSpaceAfter|EndOfSentence
.	O	_	O	_	_	_	_	_	_
403	O	_	O	_	_	_	_	_	NoSpaceAfter
.	O	_	O	_	_	_	_	_	NoSpaceAfter|EndOfSentence
.	O	_	O	_	_	_	_	_	_
Ardcntne	O	_	O	_	_	_	_	_	_
(	O	_	O	_	_	_	_	_	NoSpaceAfter
100	O	_	O	_	_	_	_	_	_
bes	O	_	O	_	_	_	_	_	NoSpaceAfter
)	O	_	O	_	_	_	_	_	NoSpaceAfter
.	O	_	O	_	_	_	_	_	NoSpaceAfter
.	O	_	O	_	_	_	_	_	NoSpaceAfter
.	O	_	O	_	_	_	_	_	NoSpaceAfter
.	O	_	O	_	_	_	_	_	NoSpaceAfter
